iter	Accuracy	MultiClass
1720	0.8387572768	0.3830479517
1721	0.8386966365	0.3830436732
1722	0.8387168499	0.3830378345
1723	0.8386157827	0.3829763275
1724	0.8385955692	0.3829736464
1725	0.8386562096	0.3829412142
1726	0.8386359961	0.3829211821
1727	0.8386359961	0.3829057275
1728	0.8386157827	0.3828717188
1729	0.8385753558	0.3828681808
1730	0.8385753558	0.3828416932
1731	0.8385551423	0.3828236418
1732	0.8386966365	0.382787938
1733	0.838676423	0.382781041
1734	0.8386966365	0.3827746189
1735	0.8387168499	0.3827617413
1736	0.8387977038	0.3827538422
1737	0.8388381307	0.3827401273
1738	0.8388381307	0.3827209457
1739	0.8388179172	0.3827128705
1740	0.8388381307	0.3826987003
1741	0.8388381307	0.3826759789
1742	0.8388179172	0.3826076066
1743	0.8388179172	0.3825430342
1744	0.8386966365	0.3825339411
1745	0.8387370634	0.3825151049
1746	0.8387774903	0.3824321068
1747	0.8387774903	0.3824014886
1748	0.8387572768	0.3823831603
1749	0.8387572768	0.3823711329
1750	0.8388583441	0.3823507872
1751	0.8388179172	0.3823312469
1752	0.8388179172	0.3823251889
1753	0.8387572768	0.3823097881
1754	0.8388381307	0.3822309404
1755	0.8387977038	0.3822254367
1756	0.8387774903	0.3822064762
1757	0.8387977038	0.3821967125
1758	0.8387977038	0.3821714815
1759	0.8388381307	0.3821555281
1760	0.8388785576	0.382148974
1761	0.8389391979	0.3821212938
1762	0.8389391979	0.3821144117
1763	0.8390200517	0.3820898249
1764	0.8390806921	0.3820640304
1765	0.8390604787	0.3820430383
1766	0.8389796248	0.3820321662
1767	0.8390200517	0.3820113888
1768	0.8390402652	0.3820058615
1769	0.8390200517	0.3819842925
1770	0.8389998383	0.3819692924
1771	0.8390402652	0.381954858
1772	0.8390402652	0.3819476471
1773	0.8390402652	0.3819350009
1774	0.839121119	0.3819138996
1775	0.8391413325	0.3819105857
1776	0.8391615459	0.3818971619
1777	0.8392423997	0.3818809237
1778	0.8392019728	0.3818268201
1779	0.8392221863	0.3818192743
1780	0.8392626132	0.3817637329
1781	0.8392221863	0.3817514151
1782	0.8392423997	0.3817364388
1783	0.8392019728	0.3817241884
1784	0.8392221863	0.3817099412
1785	0.8392423997	0.3816964897
1786	0.8392019728	0.3816118738
1787	0.8392626132	0.3815922198
1788	0.8392626132	0.3815903062
1789	0.8393030401	0.3815729705
1790	0.8392019728	0.3815587551
1791	0.8392221863	0.3815413205
1792	0.8391817594	0.3815201767
1793	0.8391615459	0.3814974272
1794	0.8391615459	0.3814359095
1795	0.8392221863	0.381423531
1796	0.8391817594	0.3814058187
1797	0.8392423997	0.3813879789
1798	0.8392423997	0.3813610748
1799	0.8392019728	0.3813366011
1800	0.839343467	0.3813263629
1801	0.839343467	0.381319973
1802	0.8393030401	0.3812972705
1803	0.8392626132	0.3812875157
1804	0.8393030401	0.3812710383
1805	0.839343467	0.3812506797
1806	0.839343467	0.3812464607
1807	0.839343467	0.3812349709
1808	0.839343467	0.3812238733
1809	0.8394041074	0.3811631394
1810	0.8393838939	0.3811524103
1811	0.8393030401	0.3811426877
1812	0.839343467	0.3811285552
1813	0.8394041074	0.3811219589
1814	0.8394243208	0.3811001524
1815	0.8395051746	0.3810790063
1816	0.8394647477	0.381068013
1817	0.8394647477	0.3810294474
1818	0.8394647477	0.3810188274
1819	0.8394849612	0.3810071985
1820	0.8395051746	0.3809869813
1821	0.8394849612	0.3809829089
1822	0.8394849612	0.3809796628
1823	0.8395456016	0.3809431733
1824	0.8396062419	0.3809207805
1825	0.8396264554	0.380895316
1826	0.839565815	0.380883545
1827	0.8396062419	0.3808777679
1828	0.8396466688	0.3808107372
1829	0.8396668823	0.3808034515
1830	0.8396870957	0.3807892819
1831	0.8397073092	0.3807617373
1832	0.8396870957	0.3807496018
1833	0.8397477361	0.3807412283
1834	0.8397073092	0.3807069116
1835	0.8397477361	0.3806946244
1836	0.8397275226	0.3806791197
1837	0.8397679495	0.3806659282
1838	0.8397073092	0.3806557166
1839	0.8397679495	0.3806445648
1840	0.8397477361	0.3806334846
1841	0.8398083765	0.3806175796
1842	0.839788163	0.3805828775
1843	0.8398285899	0.3805642803
1844	0.8398892303	0.3805539847
1845	0.8398488034	0.3805496102
1846	0.8398285899	0.3805276054
1847	0.8398285899	0.3805042332
1848	0.8398488034	0.3804704646
1849	0.8398690168	0.3804355175
1850	0.8398488034	0.3804248099
1851	0.8398690168	0.3804196146
1852	0.8398083765	0.3803643494
1853	0.8398892303	0.3803537898
1854	0.8399296572	0.3803452573
1855	0.8399498706	0.3803285622
1856	0.8400307245	0.3802998287
1857	0.840010511	0.3802880775
1858	0.8398892303	0.3802570142
1859	0.8400307245	0.3802380885
1860	0.8399700841	0.3802151782
1861	0.840010511	0.3801976717
1862	0.8400509379	0.3801896085
1863	0.8400711514	0.3801832499
1864	0.8400913648	0.3801619745
1865	0.8401317917	0.3801339149
1866	0.8401317917	0.3801122742
1867	0.8401317917	0.3800987215
1868	0.8401722186	0.380063607
1869	0.8402126455	0.3800395067
1870	0.8402530724	0.3800117395
1871	0.8402530724	0.3799822717
1872	0.8401924321	0.379966897
1873	0.8401924321	0.3799545482
1874	0.8401520052	0.3799412626
1875	0.8401722186	0.3799239858
1876	0.8401924321	0.3799136556
1877	0.8401115783	0.3798770438
1878	0.8402530724	0.3798571549
1879	0.8401722186	0.3798368324
1880	0.8402530724	0.3797995874
1881	0.8403137128	0.3797729144
1882	0.8403743532	0.3797347919
1883	0.8404147801	0.3797009385
1884	0.8403945666	0.3796829826
1885	0.8404349935	0.379671737
1886	0.8404147801	0.3796611355
1887	0.8404349935	0.3796179379
1888	0.840455207	0.3796095928
1889	0.8403945666	0.3796001001
1890	0.840455207	0.3795602954
1891	0.8403743532	0.3795190052
1892	0.8404147801	0.3794884116
1893	0.8404754204	0.3794672428
1894	0.8405562743	0.3794437966
1895	0.8405158473	0.3794234314
1896	0.8405360608	0.3793998251
1897	0.8405360608	0.3793894602
1898	0.8405158473	0.3793819458
1899	0.8405360608	0.3793608093
1900	0.8404956339	0.3793322964
1901	0.840455207	0.3793107127
1902	0.8405158473	0.3792871504
1903	0.8404754204	0.3792634124
1904	0.8405562743	0.3792399434
1905	0.8404956339	0.3792302434
1906	0.8405562743	0.3792024957
1907	0.8405562743	0.379179058
1908	0.8406371281	0.3791613069
1909	0.8407381953	0.379132588
1910	0.8407381953	0.3791146676
1911	0.8407584088	0.3790650722
1912	0.8407381953	0.379048306
1913	0.8408190492	0.3790358819
1914	0.8407381953	0.3790279501
1915	0.8406977684	0.3790232661
1916	0.8406977684	0.3790121206
1917	0.8406573415	0.3789803649
1918	0.8407381953	0.3789309446
1919	0.8407381953	0.3789106517
1920	0.8407381953	0.3789001288
1921	0.8407179819	0.3788839291
1922	0.8408392626	0.3788686962
1923	0.8408190492	0.3788528594
1924	0.840899903	0.3788117483
1925	0.8409201164	0.3788045158
1926	0.840899903	0.3787935508
1927	0.8409403299	0.3787596977
1928	0.8409201164	0.378751467
1929	0.8410009702	0.3787314246
1930	0.8409605433	0.378706938
1931	0.8409201164	0.3786887842
1932	0.8408796895	0.3786787063
1933	0.8408594761	0.3786648822
1934	0.8408796895	0.3786508571
1935	0.8409201164	0.3786324666
1936	0.8410009702	0.3786099367
1937	0.8410009702	0.3785205137
1938	0.8410616106	0.3785038184
1939	0.8410009702	0.3784907405
1940	0.8409605433	0.3784700974
1941	0.8409201164	0.3784379391
1942	0.8409605433	0.378390304
1943	0.8410009702	0.3783796983
1944	0.8409605433	0.3783640086
1945	0.8409807568	0.3783495611
1946	0.8410616106	0.3783337315
1947	0.841122251	0.3783102018
1948	0.8411424644	0.3782923434
1949	0.8411424644	0.3782681407
1950	0.8411626779	0.3782599471
1951	0.8411828913	0.3782490886
1952	0.8411424644	0.3782353496
1953	0.8412435317	0.378219252
1954	0.8413041721	0.3781822448
1955	0.8412435317	0.3781532963
1956	0.8412233182	0.378140706
1957	0.841122251	0.3781297507
1958	0.841122251	0.3780920519
1959	0.8411424644	0.3780807761
1960	0.8411626779	0.3780734321
1961	0.8411828913	0.378051841
1962	0.8411626779	0.3780379218
1963	0.8411828913	0.3780328752
1964	0.8412233182	0.3780189313
1965	0.8411828913	0.3780010761
1966	0.8412435317	0.3779770298
1967	0.8411626779	0.3779670618
1968	0.8412031048	0.3779168579
1969	0.8411626779	0.3778969811
1970	0.8412233182	0.3778758304
1971	0.8412031048	0.3778686382
1972	0.8412435317	0.3778435836
1973	0.8412031048	0.3778296014
1974	0.8412233182	0.3778193081
1975	0.8412233182	0.3778015728
1976	0.8412839586	0.3777943748
1977	0.8412637451	0.3777848975
1978	0.8412031048	0.3777655831
1979	0.8412233182	0.3777513738
1980	0.8412233182	0.3777166008
1981	0.8412031048	0.3776846844
1982	0.8412233182	0.3776609369
1983	0.8412233182	0.3776405705
1984	0.8412839586	0.3776227066
1985	0.8412435317	0.377589064
1986	0.8412031048	0.3775832603
1987	0.8411626779	0.3775538749
1988	0.8412233182	0.3775383194
1989	0.8412839586	0.377520113
1990	0.8412637451	0.3775089884
1991	0.8412839586	0.3775029724
1992	0.841344599	0.3774971155
1993	0.8412839586	0.3774915294
1994	0.8412839586	0.3774785472
1995	0.8411828913	0.3774294497
1996	0.8411424644	0.3774188688
1997	0.8411424644	0.3773976107
1998	0.8411020375	0.3773894315
1999	0.8412031048	0.3773765954
